genome_name	bgc_NRPS	bgc_RiPP-like	bgc_T1PKS	bgc_T3PKS	bgc_bacteriocin	bgc_betalactone	bgc_other	bgc_terpene	smorf	deeppeptide_Peptide	deeppeptide_Propeptide	batch
AlvarezOrdonezA_xxxx__Q05-21__bin.11	0	0	0	0	0	1	1	0	7	6	6	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-21__bin.4	0	0	0	0	0	1	1	0	9	15	14	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-21__bin.5	0	1	0	1	0	1	2	0	13	23	32	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-21__bin.8	0	1	0	1	0	0	1	0	9	32	39	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-22__bin.1	0	1	0	0	0	1	3	1	11	44	24	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-22__bin.10	0	2	0	0	0	1	0	0	7	11	19	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-22__bin.2	0	1	0	0	0	1	2	0	2	24	8	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-22__bin.3	1	0	0	1	0	0	3	0	13	17	34	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-22__bin.4	0	0	0	0	0	0	0	1	10	13	31	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-22__bin.7	0	1	0	0	0	0	2	0	5	8	2	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-23__bin.1	0	0	0	0	0	0	4	0	14	29	28	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-23__bin.4	0	0	0	1	0	0	1	0	13	33	44	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-24__bin.1	0	0	0	1	0	1	1	0	20	32	61	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-24__bin.3	0	0	0	0	0	0	3	0	22	36	40	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-25__bin.1	0	0	0	0	0	0	2	0	11	16	19	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-25__bin.5	0	0	0	0	0	0	0	1	9	21	18	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-26__bin.2	0	0	0	0	0	0	2	0	8	12	15	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-26__bin.3	0	0	0	0	0	0	0	1	9	11	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-26__bin.5	0	0	0	0	0	0	3	0	11	21	27	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-27__bin.1	0	1	0	1	0	0	0	0	12	18	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-27__bin.2	0	0	0	0	0	0	3	0	22	36	38	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-27__bin.4	0	1	0	0	0	0	0	0	17	17	23	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-27__bin.6	0	0	0	1	0	0	0	0	12	20	33	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-27__bin.7	0	4	0	1	0	1	3	0	14	43	44	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-28__bin.2	0	1	0	1	0	0	0	1	9	22	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-28__bin.3	0	5	0	1	0	1	4	0	12	38	46	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-28__bin.4	0	0	0	0	0	0	0	0	16	16	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-28__bin.5	0	0	0	0	0	0	3	0	23	39	43	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-28__bin.7	0	1	0	1	0	0	0	0	12	29	38	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-29__bin.1	0	0	0	0	0	0	2	0	21	39	43	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-29__bin.2	0	4	0	1	0	0	3	0	13	47	51	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-30__bin.1	0	3	0	1	0	1	1	0	14	44	48	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-30__bin.3	1	0	0	1	0	0	2	0	7	22	33	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q05-30__bin.8	0	0	0	0	0	0	3	0	13	25	28	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-21__bin.3	0	0	0	0	0	0	0	0	11	16	23	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-22__bin.1	0	1	0	0	0	1	4	0	10	30	25	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-22__bin.2	0	1	0	0	0	1	3	0	6	23	13	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-22__bin.3	0	1	0	0	0	1	0	0	2	12	14	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-22__bin.6	0	1	0	0	0	1	2	0	2	13	8	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-23__bin.1	0	1	0	0	0	0	1	0	11	11	21	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-23__bin.2	0	3	0	1	0	1	3	0	11	42	40	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-23__bin.3	0	2	0	0	0	0	4	0	19	38	47	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-23__bin.4	0	1	0	1	0	0	0	0	10	26	31	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-24__bin.2	0	7	0	1	0	0	2	0	8	47	56	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-24__bin.3	0	3	0	1	0	0	0	0	15	32	55	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-24__bin.5	0	2	0	0	0	0	4	0	20	39	48	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-24__bin.6	0	1	0	0	0	0	1	0	13	20	28	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-25__bin.2	0	0	0	1	0	0	0	0	11	21	35	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-25__bin.3	0	6	0	1	0	0	3	0	14	63	57	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-25__bin.5	1	0	0	1	0	0	3	0	19	14	44	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-25__bin.8	0	3	0	0	0	0	4	0	20	42	53	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-25__bin.9	0	0	0	0	0	0	2	0	15	19	28	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-26__bin.1	0	4	0	1	0	0	2	0	14	51	61	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-26__bin.11	0	3	0	0	0	0	4	0	19	40	52	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-26__bin.5	0	0	0	1	0	0	0	0	11	18	32	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-26__bin.8	1	1	0	1	0	0	3	0	21	22	36	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-27__bin.2	0	0	0	1	0	0	0	0	8	16	27	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-27__bin.4	0	2	0	1	0	0	1	0	15	31	37	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-27__bin.6	0	8	0	1	0	1	3	0	15	68	77	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-27__bin.7	0	0	0	1	0	0	0	1	13	30	39	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-27__bin.9	0	3	0	0	0	0	4	0	21	41	47	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-28__bin.1	0	2	0	1	0	0	0	0	12	32	40	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-28__bin.11	0	2	0	0	0	1	3	0	9	19	24	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-28__bin.2	0	2	0	1	0	0	0	0	18	23	35	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-28__bin.3	0	0	0	1	0	0	1	1	14	31	38	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-28__bin.4	0	0	0	1	0	0	0	0	11	9	15	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-28__bin.5	1	0	0	0	0	0	5	0	21	22	36	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-28__bin.6	0	5	0	1	0	0	3	0	13	59	72	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-28__bin.7	0	3	0	0	0	0	4	0	19	38	49	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-29__bin.7	1	1	0	1	0	0	3	2	28	27	40	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-29__bin.8	0	2	0	0	0	0	0	0	12	32	38	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-30__bin.11	1	1	0	1	0	0	3	2	23	24	41	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-30__bin.4	0	2	0	0	0	1	3	0	8	28	31	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-30__bin.6	1	0	0	1	0	0	3	1	12	22	36	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q06-30__bin.7	0	2	0	0	0	0	0	0	14	31	35	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-21__bin.4	0	1	0	0	0	0	2	0	13	36	40	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-21__bin.7	0	1	0	1	0	1	3	0	12	15	25	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.1	0	0	0	0	0	1	4	0	6	30	19	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.12	0	0	0	0	0	0	0	1	9	29	27	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.15	0	1	0	0	0	1	4	0	9	8	18	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.16	0	0	0	0	0	0	0	2	15	28	33	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.18	0	0	0	1	0	1	2	1	8	13	12	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.19	0	0	0	1	0	1	2	1	7	16	17	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.2	0	0	0	0	0	0	4	0	8	22	21	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.21	0	0	0	0	0	0	3	1	9	25	31	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.22	0	0	0	1	0	0	5	1	23	38	52	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.27	0	1	0	0	0	0	1	0	18	33	35	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.28	0	0	0	0	0	0	3	1	7	17	21	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-22__bin.5	0	1	1	0	0	1	5	0	10	34	24	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-23__bin.1	0	1	0	0	0	0	2	0	19	34	36	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-23__bin.2	0	0	0	1	0	0	0	0	16	32	43	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-23__bin.3	0	4	0	1	0	0	3	0	11	34	37	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-24__bin.1	0	1	0	0	0	0	1	0	11	27	33	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-24__bin.2	0	1	0	1	0	0	0	0	16	44	50	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-24__bin.3	0	4	0	1	0	0	4	0	12	33	46	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-25__bin.1	0	4	0	1	0	0	5	0	16	51	64	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-25__bin.2	0	1	0	0	0	0	3	0	20	33	41	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-25__bin.5	0	1	0	1	0	0	1	0	18	44	58	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-26__bin.1	0	1	0	0	0	0	2	0	15	32	35	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-26__bin.3	0	4	0	1	0	1	0	0	16	60	78	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-26__bin.4	0	4	0	1	0	1	7	0	19	55	62	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-27__bin.1	0	0	0	1	0	0	0	0	13	14	17	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-27__bin.2	0	1	0	0	0	0	0	0	10	22	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-27__bin.4	0	1	0	0	0	0	3	0	19	34	38	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-27__bin.5	0	5	0	1	0	0	6	0	14	54	56	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-27__bin.7	0	0	0	1	0	0	0	0	18	31	36	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-27__bin.8	0	0	0	0	0	0	0	0	13	15	19	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-27__bin.9	0	4	0	1	0	0	0	0	17	60	84	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-28__bin.1	0	0	0	0	0	0	0	0	12	22	17	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-28__bin.2	0	4	0	1	0	1	3	0	8	40	47	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-28__bin.3	0	1	0	0	0	0	5	0	21	33	40	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-28__bin.4	0	1	0	1	0	0	0	0	18	27	43	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-28__bin.5	0	0	0	0	0	0	0	0	14	18	23	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-28__bin.6	0	0	0	0	0	0	0	0	9	29	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-28__bin.8	0	0	0	1	0	0	0	0	10	41	44	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-29__bin.1	0	0	0	0	0	0	3	0	9	14	21	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-29__bin.11	15	1	1	0	0	0	4	1	11	60	72	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-29__bin.12	0	1	0	0	0	1	10	0	8	28	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-29__bin.13	3	1	2	0	0	0	8	3	13	71	48	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-29__bin.15	0	0	0	1	0	0	1	0	5	16	31	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-29__bin.22	7	1	1	0	0	0	4	2	14	59	53	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-29__bin.24	1	1	0	0	0	0	4	1	15	30	24	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-30__bin.12	1	1	0	0	0	1	9	0	6	25	25	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-30__bin.14	0	0	0	1	0	1	1	0	7	19	22	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-30__bin.20	20	1	1	0	0	1	6	2	13	68	64	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-30__bin.30	0	0	0	0	0	0	5	0	5	33	30	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-30__bin.31	7	1	1	0	0	0	5	3	12	60	76	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-30__bin.32	0	0	0	0	0	0	3	0	8	19	24	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-30__bin.8	5	2	3	0	0	0	7	3	18	72	54	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q07-30__bin.9	0	1	0	0	0	0	5	0	10	40	32	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-21__bin.1	1	1	0	0	0	0	2	0	8	36	22	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-21__bin.18	0	0	0	1	0	0	0	0	13	12	11	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-21__bin.5	0	3	0	1	0	1	1	0	9	27	43	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-21__bin.7	0	1	0	0	0	0	0	0	7	21	14	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-21__bin.8	0	1	0	0	0	0	1	0	11	30	23	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-22__bin.12	0	2	1	0	0	0	4	0	5	40	22	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-22__bin.14	0	0	0	0	0	0	0	1	13	31	42	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-22__bin.21	0	1	0	0	0	1	2	0	5	33	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-22__bin.26	0	0	0	1	0	0	0	0	12	10	9	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-22__bin.3	0	2	0	0	0	0	0	0	11	22	37	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-22__bin.5	0	0	0	1	0	0	0	0	6	16	19	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-22__bin.9	0	0	0	0	0	0	0	0	2	20	28	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-23__bin.1	0	0	0	1	0	0	0	0	12	13	29	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-23__bin.2	0	2	0	0	0	0	1	0	10	35	27	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-23__bin.3	0	0	0	1	0	0	0	0	13	11	18	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-23__bin.4	0	1	0	0	0	0	1	0	11	28	31	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-23__bin.6	0	2	0	0	0	0	2	0	13	27	37	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-23__bin.7	2	1	1	0	0	0	1	0	11	57	51	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-24__bin.1	1	2	0	0	0	0	2	0	11	49	48	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-24__bin.3	0	0	0	1	0	0	0	0	11	10	15	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-24__bin.7	0	1	0	0	0	0	2	0	13	28	35	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-24__bin.8	0	1	0	0	0	0	3	0	26	53	74	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-24__bin.9	0	0	0	0	0	1	0	0	11	15	28	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-25__bin.1	3	0	0	0	0	0	5	1	8	39	44	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-25__bin.11	0	0	0	1	0	0	0	0	6	17	14	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-25__bin.15	0	1	0	0	0	0	5	0	5	33	18	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-25__bin.16	0	2	0	0	0	0	1	0	16	20	37	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-25__bin.18	0	0	0	1	0	0	0	0	12	11	12	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-26__bin.10	0	0	0	1	0	0	0	0	7	16	16	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-26__bin.12	0	2	0	0	0	0	2	0	17	23	39	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-26__bin.13	0	1	1	0	0	1	3	0	4	49	28	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-26__bin.4	0	0	0	0	0	0	1	0	8	8	11	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-26__bin.5	0	0	0	1	0	0	0	0	13	15	11	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-26__bin.9	0	0	0	0	0	0	0	1	15	22	42	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-27__bin.1	0	0	0	1	0	1	0	0	12	14	29	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-27__bin.2	0	1	0	0	0	0	0	0	14	25	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-27__bin.4	0	0	0	1	0	0	0	0	14	10	15	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-27__bin.5	0	2	0	0	0	0	1	0	12	25	38	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-28__bin.10	0	0	0	1	0	1	0	0	13	15	30	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-28__bin.2	0	1	0	0	0	0	1	0	16	25	35	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-28__bin.4	0	1	0	0	0	0	0	0	12	12	22	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-28__bin.7	0	0	0	1	0	0	0	0	14	8	16	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-29__bin.12	2	1	0	0	0	0	4	0	5	22	20	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-29__bin.24	0	0	1	0	0	0	1	2	14	19	22	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-29__bin.26	0	0	0	1	0	0	0	0	7	9	16	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-29__bin.27	0	1	0	1	0	1	2	0	2	13	16	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-29__bin.3	0	0	1	1	0	0	1	2	8	23	26	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-29__bin.6	0	0	1	1	0	0	2	2	15	18	17	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-29__bin.7	0	1	0	0	0	0	0	0	10	19	28	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-30__bin.10	1	0	0	0	0	0	3	1	6	32	30	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-30__bin.13	1	0	1	1	0	0	0	2	17	24	36	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-30__bin.18	0	0	0	1	0	0	0	0	10	12	8	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-30__bin.23	0	1	0	1	0	1	1	0	4	16	16	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-30__bin.24	0	0	0	1	0	0	0	0	9	15	15	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-30__bin.4	0	1	0	0	0	0	0	0	11	19	30	2025-04-16-batch1
AlvarezOrdonezA_xxxx__Q08-30__bin.5	0	0	0	1	0	0	0	0	7	19	20	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R01-18__bin.2	0	0	0	0	0	0	1	0	13	16	21	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R01-19__bin.3	0	1	0	0	0	0	0	0	10	14	20	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R01-19__bin.5	0	0	0	0	0	0	0	0	10	9	20	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R02-19__bin.2	0	0	0	0	0	0	0	0	10	22	20	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R03-18__bin.15	0	0	0	1	0	0	0	0	7	8	18	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R03-18__bin.16	0	0	0	0	0	0	2	1	9	15	22	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R03-18__bin.20	0	0	0	0	0	0	1	0	6	19	38	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R03-18__bin.3	1	0	1	1	0	0	1	2	14	22	35	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R03-19__bin.11	0	0	1	1	0	0	2	2	15	30	30	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R03-19__bin.18	0	0	0	0	0	0	1	0	8	25	34	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R03-19__bin.24	0	0	0	0	0	0	2	1	8	11	20	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R03-19__bin.25	0	1	0	1	0	0	0	0	12	15	27	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R03-19__bin.3	0	0	0	1	0	0	0	0	8	10	12	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R04-18__bin.6	0	0	0	0	0	0	1	0	10	15	18	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R04-19__bin.1	0	0	0	0	0	0	1	0	13	22	20	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R04-19__bin.8	0	2	0	0	0	0	5	0	8	48	46	2025-04-16-batch1
AlvarezOrdonezA_xxxx__R04-19__bin.9	0	1	0	0	0	0	2	0	5	33	34	2025-04-16-batch1
ArikanM_2020__ERS1875938__bin.3	0	0	0	0	0	0	0	3	1	20	12	2025-04-16-batch1
ArikanM_2020__ERS1881306__bin.4	0	0	0	0	0	0	0	3	1	17	12	2025-04-16-batch1
ArikanM_2020__ERS1881306__bin.5	0	1	0	0	0	0	2	2	5	17	15	2025-04-16-batch1
ArikanM_2020__ERS1932640__bin.2	0	0	0	0	0	0	0	3	1	18	7	2025-04-16-batch1
ArikanM_2020__ERS1932640__bin.3	0	1	0	0	0	0	3	2	4	28	16	2025-04-16-batch1
ArikanM_2020__ERS1937824__bin.1	0	1	0	0	0	0	3	2	4	20	16	2025-04-16-batch1
ArikanM_2020__ERS1937824__bin.3	0	1	0	0	0	0	2	2	7	20	21	2025-04-16-batch1
ArikanM_2020__ERS1937824__bin.4	0	0	0	0	0	0	0	3	1	17	12	2025-04-16-batch1
ArikanM_2020__ERS1937969__bin.3	0	2	0	0	0	0	3	1	6	24	19	2025-04-16-batch1
ArikanM_2020__ERS1937969__bin.5	0	1	0	0	0	0	1	3	4	18	16	2025-04-16-batch1
ArikanM_2020__ERS1937969__bin.6	0	1	0	0	0	0	2	3	3	24	11	2025-04-16-batch1
ArikanM_2020__ERS1939580__bin.2	0	1	0	0	0	0	3	3	5	17	15	2025-04-16-batch1
ArikanM_2020__ERS1939580__bin.3	0	0	0	0	0	0	2	2	4	17	11	2025-04-16-batch1
ArikanM_2020__ERS1939580__bin.4	0	0	0	0	0	0	1	3	3	16	18	2025-04-16-batch1
ArikanM_2020__ERS1939586__bin.3	0	0	0	0	0	0	1	3	3	20	15	2025-04-16-batch1
ArikanM_2020__ERS1939593__bin.4	0	1	0	0	0	0	3	2	4	26	15	2025-04-16-batch1
ArikanM_2020__ERS1939593__bin.5	0	0	0	0	0	0	1	3	2	20	16	2025-04-16-batch1
ArikanM_2020__ERS1939594__bin.2	0	1	0	0	0	0	2	2	4	27	14	2025-04-16-batch1
ArikanM_2020__ERS1939594__bin.3	0	1	0	0	0	0	2	1	5	17	14	2025-04-16-batch1
ArikanM_2020__ERS1939594__bin.6	0	1	0	0	0	0	1	3	3	23	20	2025-04-16-batch1
ArikanM_2020__ERS1939655__bin.1	0	1	0	0	0	0	2	2	3	31	12	2025-04-16-batch1
ArikanM_2020__ERS1939655__bin.10	0	0	0	0	0	0	1	3	6	25	20	2025-04-16-batch1
ArikanM_2020__ERS1939655__bin.2	0	0	0	0	0	0	1	0	5	13	22	2025-04-16-batch1
ArikanM_2020__ERS1939655__bin.3	1	1	0	0	0	1	3	1	8	12	2	2025-04-16-batch1
ArikanM_2020__ERS1939655__bin.4	0	0	0	0	0	0	0	3	2	18	12	2025-04-16-batch1
ArikanM_2020__ERS1939655__bin.5	0	1	0	0	0	0	4	2	6	24	20	2025-04-16-batch1
ArikanM_2020__ERS1939655__bin.6	0	1	0	0	0	0	2	0	10	24	17	2025-04-16-batch1
ArikanM_2020__ERS1939656__bin.3	0	0	0	0	0	0	2	2	5	17	11	2025-04-16-batch1
